Unnamed: 0,joburl,skill,designation,orgnization,experience,location,moredesc,salary,recruitername,recruiterdetails,jobpostingdate
25,https://www.naukri.com/job-listings-Senior-Software-Engineer-Devops-CGI-Information-Systems-and-Management-Consultants-Hyderabad-4-to-8-years-300819000398?src=jobsearchDesk&sid=15692605264038&xp=26&px=9,"Maven, Change management, GIT, Application management...",Senior Software Engineer - Devops,CGI Information Systems and Management Consultants,4-8 yrs,Hyderabad,"  Maven, Change management, GIT, Application management... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 24 days ago ",24 days ago
26,https://www.naukri.com/job-listings-QA-Engineers-PrimeSoft-IP-Solutions-Pvt-Ltd-Hyderabad-2-to-4-years-300719010751?src=jobsearchDesk&sid=15692605264038&xp=27&px=9,TCL / Python / Selenium / Perl,QA Engineers,PrimeSoft IP Solutions Pvt Ltd,2-4 yrs,Hyderabad,  TCL / Python / Selenium / Perl ,  Not disclosed  ,  C.Ganesan  ," Posted  by     C.Ganesan    , 28 days ago ",28 days ago
27,https://www.naukri.com/job-listings-Software-Automation-Data-Analytics-Engineer-Micron-Technology-Operations-India-LLP-Hyderabad-3-to-6-years-290819909138?src=jobsearchDesk&sid=15692605264038&xp=28&px=9,"Atlassian Confluence / JIRA / BitBucket / Git, JMP / SAS / JSL...",Software Automation & Data Analytics Engineer,Micron Technology Operations India LLP,3-6 yrs,Hyderabad,"  Atlassian Confluence / JIRA / BitBucket / Git, JMP / SAS / JSL... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 19 days ago ",19 days ago
28,https://www.naukri.com/job-listings-Senior-Architect-Automation-Mindgensolutions-Bengaluru-Chennai-Delhi-NCR-Gurgaon-Hyderabad-Kolkata-Mumbai-Noida-Pune-12-to-20-years-290819903903?src=jobsearchDesk&sid=15692605264038&xp=29&px=9,"Technical Architect, Automation, Python",Senior Architect - Automation,Mindgensolutions,12-20 yrs,"Bengaluru, Chennai, Delhi NCR, Gurgaon, Hyderabad, Kolkata, Mumbai, Noida, Pune","  Technical Architect, Automation, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 24 days ago ",24 days ago
29,https://www.naukri.com/job-listings-Solution-Architect-Nlp-machine-Learning-deep-Learning-Mindgensolutions-Bengaluru-Hyderabad-Mumbai-12-to-20-years-290819901607?src=jobsearchDesk&sid=15692605264038&xp=30&px=9,"Java, Artificial Intelligence, Big Data, NLU / NLG, Machine Learning...",Solution Architect - Nlp/machine Learning/deep Learning,Mindgensolutions,12-20 yrs,"Bengaluru, Hyderabad, Mumbai","  Java, Artificial Intelligence, Big Data, NLU / NLG, Machine Learning... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 24 days ago ",24 days ago
30,https://www.naukri.com/job-listings-Hiring-Big-Data-Engineers-6-12-yrs-Hyderabad-Aspire-Systems-India-P-Ltd-Hyderabad-6-to-11-years-290819004871?src=jobsearchDesk&sid=15692605264038&xp=31&px=9,"Java, Hive, Hadoop, SCALA, Big Data, Spark, Python",Hiring Big Data Engineers /  6 - 12 yrs / Hyderabad,Aspire Systems India (P) Ltd,6-11 yrs,Hyderabad,"  Java, Hive, Hadoop, SCALA, Big Data, Spark, Python ",  Not disclosed  ,  Sreedevi Remanan  ," Posted  by     Sreedevi Remanan    , 21 days ago ",21 days ago
31,https://www.naukri.com/job-listings-Devops-Developer-Chef-puppet-ansible-Confidential-Hyderabad-4-to-9-years-280819909595?src=jobsearchDesk&sid=15692605264038&xp=32&px=9,"Jenkins, Maven, Java, DevOps, Shell Scripting, Chef, Ansible, Perl, Puppet,...",Devops Developer - Chef/puppet/ansible,Confidential,4-9 yrs,Hyderabad,"  Jenkins, Maven, Java, DevOps, Shell Scripting, Chef, Ansible, Perl, Puppet,... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 26 days ago ",26 days ago
32,https://www.naukri.com/job-listings-Application-Package-Engineer-Installshield-Idexcel-Hyderabad-5-to-7-years-280819904317?src=jobsearchDesk&sid=15692605264038&xp=33&px=9,"PowerShell, LANDesk, Windows OS, InstallShield, Application Packaging...",Application Package Engineer - Installshield,Idexcel,5-7 yrs,Hyderabad,"  PowerShell, LANDesk, Windows OS, InstallShield, Application Packaging... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 26 days ago ",26 days ago
33,https://www.naukri.com/job-listings-Full-Stack-Developer-Javascript-angualjs-css-EsoTeky-Solutions-Private-Limited-Hyderabad-3-to-5-years-280819903812?src=jobsearchDesk&sid=15692605264038&xp=34&px=9,"AngularJS, CSS, Node.js, Angular, NodeJS, SQL, Vue.js, Full Stack Developer...",Full Stack Developer - Javascript/angualjs/css,EsoTeky Solutions Private Limited,3-5 yrs,Hyderabad,"  AngularJS, CSS, Node.js, Angular, NodeJS, SQL, Vue.js, Full Stack Developer... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 26 days ago ",26 days ago
34,https://www.naukri.com/job-listings-Cyber-Security-SIEM-Engineer-Diyar-United-Company-Hyderabad-4-to-8-years-280819903312?src=jobsearchDesk&sid=15692605264038&xp=35&px=9,"Unix, Carbon Black, Cyber Security, SOC, Web Technologies...",Cyber Security - SIEM Engineer,Diyar United Company,4-8 yrs,Hyderabad,"  Unix, Carbon Black, Cyber Security, SOC, Web Technologies... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 26 days ago ",26 days ago
35,https://www.naukri.com/job-listings-Sr-Cloud-Ops-Engineer-systems-Admin-TalPro-Hyderabad-4-to-9-years-280819901513?src=jobsearchDesk&sid=15692605264038&xp=36&px=9,"Membase, Storm, Tomcat, RightScale, CouchDB, Cassandra, Hadoop, Kafka...",Sr Cloud Ops Engineer/systems Admin,TalPro,4-9 yrs,Hyderabad,"  Membase, Storm, Tomcat, RightScale, CouchDB, Cassandra, Hadoop, Kafka... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 26 days ago ",26 days ago
36,https://www.naukri.com/job-listings-Cloud-Software-Engineer-Test-Selenium-Career-Infosystem-Delhi-NCR-Bengaluru-Hyderabad-Pune-Gurgaon-3-to-8-years-280819012093?src=jobsearchDesk&sid=15692605264038&xp=37&px=9,"Automation, Networking, Agile, Manual Testing, Selenium, Rally, Bash...",Cloud Software Engineer - Test - Selenium,Career Infosystem,3-8 yrs,"Delhi NCR, Bengaluru, Hyderabad, Pune, Gurgaon","  Automation, Networking, Agile, Manual Testing, Selenium, Rally, Bash... ",  Not disclosed  ,  Humera  ," Posted  by     Humera    , 26 days ago ",26 days ago
37,https://www.naukri.com/job-listings-Digital-Data-Engineering-Practitioner-Accenture-Hyderabad-3-to-6-years-280819010457?src=jobsearchDesk&sid=15692605264038&xp=38&px=9,"algorithms, technical, Data mining, MATLAB, Analytics, cloud...",Digital Data Engineering Practitioner,Accenture,3-6 yrs,Hyderabad,"  algorithms, technical, Data mining, MATLAB, Analytics, cloud... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 25 days ago ",25 days ago
38,https://www.naukri.com/job-listings-Lead-architect-Devops-Engineer-EPAM-Systems-India-Private-Limited-Hyderabad-9-to-14-years-280819007121?src=jobsearchDesk&sid=15692605264038&xp=39&px=9,"puppet, python, devops, linux, jenkins, terraform, aws, unix, ansible...",Lead /architect Devops Engineer,EPAM Systems India Private Limited,9-14 yrs,Hyderabad,"  puppet, python, devops, linux, jenkins, terraform, aws, unix, ansible... "," INR 16,00,000 - 30,00,000 PA.   ",  Madan  ," Posted  by     Madan    , 26 days ago ",26 days ago
39,https://www.naukri.com/job-listings-J2EE-Developer-AngularJS-Career-Infosystem-Hyderabad-5-to-8-years-280819006474?src=jobsearchDesk&sid=15692605264038&xp=40&px=9,"Java, AngularJS, Hibernate, Design Patterns, J2Ee, JQuery, Design Pattern...",J2EE Developer - AngularJS,Career Infosystem,5-8 yrs,Hyderabad,"  Java, AngularJS, Hibernate, Design Patterns, J2Ee, JQuery, Design Pattern... ",  Not disclosed  , , Posted     25 days ago ,25 days ago
40,https://www.naukri.com/job-listings-Looking-For-Devops-For-Hyderabad-Location-Value-Momentum-Software-Services-Pvt-Ltd-Hyderabad-2-to-7-years-280819005223?src=jobsearchDesk&sid=15692605264038&xp=41&px=9,"Jenkins, Java, GIT, Teamcity, Linux, Ant, Build, Version Control, Devops...",Looking For Devops For Hyderabad Location,Value Momentum Software Services Pvt. Ltd.,2-7 yrs,Hyderabad,"  Jenkins, Java, GIT, Teamcity, Linux, Ant, Build, Version Control, Devops... "," INR 6,50,000 - 12,00,000 PA.   ",  Supriya  ," Posted  by     Supriya    , 26 days ago ",26 days ago
41,https://www.naukri.com/job-listings-Software-Engineer-Amazon-Web-Services-SR-Career-Solutions-Chennai-Hyderabad-Coimbatore-Guntur-Tirupati-Vijayawada-Visakhapatnam-Pune-Bengaluru-0-to-1-years-280819005205?src=jobsearchDesk&sid=15692605264038&xp=42&px=9,"python, cloud engineer, software development, troubleshooting skills, sap...",Software Engineer - Amazon Web Services,- SR Career Solutions,0-1 yrs,"Chennai, Hyderabad, Coimbatore, Guntur, Tirupati, Vijayawada, Visakhapatnam, Pune, Bengaluru","  python, cloud engineer, software development, troubleshooting skills, sap... "," INR 3,00,000 - 5,00,000 PA.   ",  Raj Sharma  ," Posted  by     Raj Sharma    , 26 days ago ",26 days ago
42,https://www.naukri.com/job-listings-Senior-Devops-Engineer-SENECAGLOBAL-IT-SERVICES-PRIVATE-LIMITED-Hyderabad-Kondapur-4-to-9-years-280519005775?src=jobsearchDesk&sid=15692605264038&xp=43&px=9,"kubernetes, zabbix, python, nagios, chef, devops engineer, ansible, docker,...",Senior Devops Engineer,SENECAGLOBAL IT SERVICES PRIVATE LIMITED,4-9 yrs,Hyderabad(Kondapur),"  kubernetes, zabbix, python, nagios, chef, devops engineer, ansible, docker,... ",  Not disclosed  ,  Farrah Tito  ," Posted  by     Farrah Tito    , 28 days ago ",28 days ago
43,https://www.naukri.com/job-listings-System-Administration-Programming-Big-Data-hadoop-Career-Infosystem-Bengaluru-Chennai-Hyderabad-3-to-8-years-270819009263?src=jobsearchDesk&sid=15692605264038&xp=44&px=9,"Hive, Sqoop, Linux, Cloudera, Big Data, Mapreduce, Perl, Oozie, Hdfs...",System Administration & Programming - Big Data/hadoop,Career Infosystem,3-8 yrs,"Bengaluru, Chennai, Hyderabad","  Hive, Sqoop, Linux, Cloudera, Big Data, Mapreduce, Perl, Oozie, Hdfs... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 27 days ago ",27 days ago
44,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Prolifics-Corporation-Limited-Hyderabad-5-to-8-years-270819008507?src=jobsearchDesk&sid=15692605264038&xp=45&px=9,"Java, Algorithms, Power Bi, SSRS, SQL Server, SSIS, Machine Learning...",Machine Learning Engineer,Prolifics Corporation Limited,5-8 yrs,Hyderabad,"  Java, Algorithms, Power Bi, SSRS, SQL Server, SSIS, Machine Learning... ",  Not disclosed  ,  Praveen Shyam  ," Posted  by     Praveen Shyam    , 24 days ago ",24 days ago
45,https://www.naukri.com/job-listings-AWS-Architect-Cognizant-Technology-Solutions-India-Ltd-Bengaluru-Chennai-Hyderabad-Pune-7-to-12-years-270819008456?src=jobsearchDesk&sid=15692605264038&xp=46&px=9,"Java, Iaas, PHP, .Net, terraform, Bash, AWS, Python",AWS Architect,Cognizant Technology Solutions India Ltd,7-12 yrs,"Bengaluru, Chennai, Hyderabad, Pune","  Java, Iaas, PHP, .Net, terraform, Bash, AWS, Python ",  Not disclosed  ,  Rashmi  ," Posted  by     Rashmi    , 27 days ago ",27 days ago
46,https://www.naukri.com/job-listings-Urgent-Requirement-For-QA-Engineer-spot-Offer-NESS-TECHNOLOGIES-INDIA-PRIVATE-LIMITED-Hyderabad-5-to-10-years-270819007503?src=jobsearchDesk&sid=15692605264038&xp=47&px=9,"SOAP UI, Database Testing, Ui Automation, SQL Queries, Manual Testing, QA...",Urgent Requirement For QA Engineer(spot Offer),NESS TECHNOLOGIES (INDIA) PRIVATE LIMITED,5-10 yrs,Hyderabad,"  SOAP UI, Database Testing, Ui Automation, SQL Queries, Manual Testing, QA... "," INR 12,00,000 - 17,00,000 PA.   ",  Prashanth Arasappa  ," Posted  by     Prashanth Arasappa    , 27 days ago ",27 days ago
47,https://www.naukri.com/job-listings-Lead-Software-Engineer-Microservices-Architecture-Iit-nit-bits-AlgonoX-Technologies-Pvt-Ltd-Hyderabad-4-to-9-years-270819005584?src=jobsearchDesk&sid=15692605264038&xp=48&px=9,"Data Science, Java, C++, Software Engineering, Text Analytics...",Lead Software Engineer - Microservices Architecture - Iit/nit/bits,AlgonoX Technologies Pvt Ltd,4-9 yrs,Hyderabad,"  Data Science, Java, C++, Software Engineering, Text Analytics... ",  Not disclosed  ,  Dileep Annavarapu  ," Posted  by     Dileep Annavarapu    , 26 days ago ",26 days ago
48,https://www.naukri.com/job-listings-Robotics-Engineer-CENTILLION-NETWORKS-PRIVATE-LIMITED-Hyderabad-Madhapur-5-to-10-years-270819004444?src=jobsearchDesk&sid=15692605264038&xp=49&px=9,"C++, Mechanical Design, Construction Engineering, Machine Learning...",Robotics Engineer,CENTILLION NETWORKS PRIVATE LIMITED,5-10 yrs,Hyderabad(Madhapur),"  C++, Mechanical Design, Construction Engineering, Machine Learning... ",  Not disclosed  ,  Swathi  ," Posted  by     Swathi    , 26 days ago ",26 days ago
49,https://www.naukri.com/job-listings-Senior-Devops-Engineer-Oracle-IDC-Hyderabad-Oracle-India-Pvt-Ltd-Hyderabad-5-to-9-years-270819001686?src=jobsearchDesk&sid=15692605264038&xp=50&px=9,"python scripting, perl scripting, Docker, DevOps Automation...",Senior Devops Engineer - Oracle IDC Hyderabad,Oracle India Pvt. Ltd.,5-9 yrs,Hyderabad,"  python scripting, perl scripting, Docker, DevOps Automation... ",  Not disclosed  ,  Oracle Recruiting Team  ," Posted  by     Oracle Recruiting Team    , 27 days ago ",27 days ago
0,https://www.naukri.com/job-listings-Trainee-data-Scientist-PS-Value-C-Consulting-Services-Private-Limited-Hyderabad-Pune-Delhi-NCR-0-to-5-years-210919004884?src=jobsearchDesk&sid=1569260517288&xp=1&px=1,"datamining, Data Scientist, Artificial Intelligence, Machine Learning...",Trainee-data Scientist- PS,Value C Consulting Services Private Limited,0-5 yrs,"Hyderabad, Pune, Delhi NCR","  datamining, Data Scientist, Artificial Intelligence, Machine Learning... "," INR 7,50,000 - 9,00,000 PA.   ",  Pooja  ," Posted  by     Pooja    , 2 days ago ",2 days ago
1,https://www.naukri.com/job-listings-Advisor-E-business-Dell-International-Services-India-Private-Limited-Hyderabad-4-to-6-years-230919903054?src=jobsearchDesk&sid=1569260517288&xp=2&px=1,"E - Business, Internet Marketing, Hadoop, Big Data, Advisor...","Advisor, E-business",Dell International Services India  Private Limited,4-6 yrs,Hyderabad,"  E - Business, Internet Marketing, Hadoop, Big Data, Advisor... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
2,https://www.naukri.com/job-listings-Research-Associate-Teamlease-Servcies-limited-Hyderabad-0-to-1-years-230919001712?src=jobsearchDesk&sid=1569260517288&xp=3&px=1,"B Tech Fresher, M Tech Fresher, Machine Learning, B.Tech, Deep Learning...",Research Associate,Teamlease Servcies limited,0-1 yrs,Hyderabad,"  B Tech Fresher, M Tech Fresher, Machine Learning, B.Tech, Deep Learning... "," INR 50,000 - 3,00,000 PA.   ",  HR  ," Posted  by     HR    , Today ",Today
3,https://www.naukri.com/job-listings-Python-Scripting-Professional-Accenture-Solutions-Pvt-Ltd-Hyderabad-5-to-6-years-210919905498?src=jobsearchDesk&sid=1569260517288&xp=4&px=1,"Java, Python Scripting, Hadoop, Cassandra, Hdfs, Hive, data extraction...",Python Scripting Professional,Accenture Solutions Pvt Ltd,5-6 yrs,Hyderabad,"  Java, Python Scripting, Hadoop, Cassandra, Hdfs, Hive, data extraction... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 2 days ago ",2 days ago
4,https://www.naukri.com/job-listings-Security-Analyst-CYGILANT-INDIA-RESEARCH-AND-DEVELOPMENT-Pvt-Ltd-Hyderabad-5-to-9-years-210919000143?src=jobsearchDesk&sid=1569260517288&xp=5&px=1,"Security Analysis, Pearl, SOC, SIEM, Qradar, Vulnerability Management...",Security Analyst,CYGILANT (INDIA) RESEARCH AND DEVELOPMENT Pvt Ltd,5-9 yrs,Hyderabad,"  Security Analysis, Pearl, SOC, SIEM, Qradar, Vulnerability Management... ",  Not disclosed  ,  Marissa Wilson  ," Posted  by     Marissa Wilson    , 2 days ago ",2 days ago
5,https://www.naukri.com/job-listings-GDC-In-BDS-Senior-Consultant-SOC-Cyber-Security-ATOS-GLOBAL-IT-SOLUTIONS-AND-SERVICES-PVT-LTD-Hyderabad-3-to-6-years-230919909051?src=jobsearchDesk&sid=1569260517288&xp=6&px=1,"Malware Analysis, Crisis Management, Log Analysis, Big Data...",GDC In BDS Senior Consultant - SOC - Cyber Security,ATOS GLOBAL IT SOLUTIONS AND SERVICES PVT LTD,3-6 yrs,Hyderabad,"  Malware Analysis, Crisis Management, Log Analysis, Big Data... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Few Hours Ago ",Few Hours Ago
6,https://www.naukri.com/job-listings-Full-Stack-Developer-hyderabad-3-To-5-Years-Maintec-Technologies-Private-Limited-Hyderabad-3-to-5-years-230919010095?src=jobsearchDesk&sid=1569260517288&xp=7&px=1,"Java, J2EE, Adobe, Spring, Full stack developer, Jenkins, NoSQL, Chennai...",Full Stack Developer_hyderabad_3 To 5 Years,Maintec Technologies Private Limited,3-5 yrs,Hyderabad,"  Java, J2EE, Adobe, Spring, Full stack developer, Jenkins, NoSQL, Chennai... ",  Not disclosed  ,  Nadiya  ," Posted  by     Nadiya    , Few Hours Ago ",Few Hours Ago
7,https://www.naukri.com/job-listings-Test-Engineer-Automation-Testing-CGI-Information-Systems-and-Management-Consultants-Hyderabad-2-to-6-years-200919004215?src=jobsearchDesk&sid=1569260517288&xp=8&px=1,"Core Java, ERP, github, Automation testing, CGI, robot framework, Selenium,...",Test Engineer Automation Testing,CGI Information Systems and Management Consultants,2-6 yrs,Hyderabad,"  Core Java, ERP, github, Automation testing, CGI, robot framework, Selenium,... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
8,https://www.naukri.com/job-listings-Python-Developer-Impact-HR-Services-Pvt-Ltd-Hyderabad-1-to-2-years-210919003164?src=jobsearchDesk&sid=1569260517288&xp=9&px=1,"automation framework, python, version control, problem solving...",Python Developer,Impact HR Services Pvt.Ltd.,1-2 yrs,Hyderabad,"  automation framework, python, version control, problem solving... "," INR 2,00,000 - 4,00,000 PA.   ",  Prakash Kewalramani (MBA IIM-Ahd)  ," Posted  by     Prakash Kewalramani (MBA IIM-Ahd)    , 2 days ago ",2 days ago
9,https://www.naukri.com/job-listings-Hiring-Data-Science-Professionals-Tech-Mahindra-Hyd-Tech-Mahindra-Ltd-Hyderabad-6-to-11-years-210819001421?src=jobsearchDesk&sid=1569260517288&xp=10&px=1,"Data Science, R, Data Visualization, Hybrid Boosting, Machine Learning...","Hiring Data Science Professionals - Tech Mahindra, Hyd",Tech Mahindra Ltd.,6-11 yrs,Hyderabad,"  Data Science, R, Data Visualization, Hybrid Boosting, Machine Learning... "," INR 8,00,000 - 16,00,000 PA.   ",  Satish D  ," Posted  by     Satish D    , 2 days ago ",2 days ago
10,https://www.naukri.com/job-listings-Assistant-Vice-President-Credit-Risk-Analytics-digital-Analytics-CareerNet-Consulting-Hyderabad-9-to-11-years-200919910470?src=jobsearchDesk&sid=1569260517288&xp=11&px=1,"SAS, Risk Analytics, Consulting, Web Analytics, Tableau, Data Analytics...",Assistant Vice President - Credit Risk Analytics/digital Analytics,CareerNet Consulting,9-11 yrs,Hyderabad,"  SAS, Risk Analytics, Consulting, Web Analytics, Tableau, Data Analytics... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 2 days ago ",2 days ago
